id	inchikey	target_id	moa	bioactivity_type	relation	value	unit	assay_type	assay_description	cell_line	concentration	concentration_unit	source_id	source_xref
827	JYTISQGEFSHUIR-UHFFFAOYSA-N	378	inhibitor			3	nM	binding	BROMOscan				229	nvs-bptf-1
828	JYTISQGEFSHUIR-UHFFFAOYSA-N	378	inhibitor			71	nM	biochemical	BLI assay				229	nvs-bptf-1
829	JYTISQGEFSHUIR-UHFFFAOYSA-N	378	inhibitor			56	nM	biochemical	Alphascreen				229	nvs-bptf-1
830	JYTISQGEFSHUIR-UHFFFAOYSA-N	378	inhibitor	IC50		16	nM	cell	NanoBRET assay based on a bespoke tracer (5961) was developed to measure the binding				229	nvs-bptf-1
831	GRXCLNMCJWKTAT-UHFFFAOYSA-N	469	inhibitor			92	nM	biochemical	Biochemical quantification of radioactive product assessing its DGAT activity.				230	pf-06471553
832	GRXCLNMCJWKTAT-UHFFFAOYSA-N	469	inhibitor	IC50		205	nM	cell	Incorporation of [14C]-glycerol into TAG in presence of DGAT inhibitors				230	pf-06471553
833	VGRLXWFIXGZRMS-UHFFFAOYSA-N	81	inhibitor			6.85	nM	biochemical	Human recombinant VNN1 assay with 25 pM VNN1				231	pfi-653
834	VGRLXWFIXGZRMS-UHFFFAOYSA-N	81	inhibitor	IC50		9	nM	cell	Human plasma VNN1 assay with 8 nM VNN1				231	pfi-653
835	PGKXDIMONUAMFR-AREMUKBSSA-N	165	antagonist	Ki		0.51	nM	cell	Competitive radioligand assay				232	saredutant
836	PWKAYICUBVNJAZ-UHFFFAOYSA-N	50	inhibitor			46	nM	biochemical	Human OGA enzymatic assay				233	tp-040
837	PWKAYICUBVNJAZ-UHFFFAOYSA-N	50	inhibitor	EC50		450	nM	cell	Glycosylation in-cell western assay				233	tp-040
838	MSTXJJGAXXJCBY-UHFFFAOYSA-N	22	inhibitor			100	nM	biochemical	Biochemical assay using purified PLD2				234	vu0364739
839	MSTXJJGAXXJCBY-UHFFFAOYSA-N	22	inhibitor	% inhibition		95	%	cell	Cell proliferation assay WST-1				234	vu0364739
840	MSTXJJGAXXJCBY-UHFFFAOYSA-N	22	inhibitor	IC50		20	nM	cell	Endogenous Cellular Phospholipase D Activity Assay using deuterated 1-butanol incorporation.				234	vu0364739
841	VHSVKVWHYFBIFJ-HKZYLEAXSA-N	527	agonist	EC50		2	nM	cell	Mobilization of intracellular calcium				235	lns8801
842	VHSVKVWHYFBIFJ-HKZYLEAXSA-N	527	agonist	Ki		11	nM	cell	Displacement of E2-Alexa633 from GFP-tagged GPR30 expressed in COS7 cells by FACS				235	lns8801
843	VHSVKVWHYFBIFJ-HKZYLEAXSA-N	527	agonist	activity		10	nM	cell	Activation of PI3K, resulting in the nuclear accumulation of PIP3 (fluorescence imaging)				235	lns8801
844	IVDUVEGCMXCMSO-FQEVSTJZSA-N	30	inhibitor			6	nM	biochemical	FDP hydrolysis assay				236	gsk2830371
845	IVDUVEGCMXCMSO-FQEVSTJZSA-N	30	inhibitor	IC50		13	nM	cell	dephpsphorylation of phospho-p38 MAPK				236	gsk2830371
846	IVDUVEGCMXCMSO-FQEVSTJZSA-N	30	inhibitor	% inhibition	>=	100	nM	cell	Western Blot for Wip1 substrates including p53 (S15), Chk2 (T68), H2AX (S139) and ATM (S1981), using phospho-site–specific antibodies | 100 -1000 nM				236	gsk2830371
847	WOAOENGFAAUUGT-UHFFFAOYSA-N	548	antagonist			166	nM	binding	SPR | 166 ± 3 nM				237	bi-9321
848	WOAOENGFAAUUGT-UHFFFAOYSA-N	548	antagonist			445	nM	binding	ITC | 445 ± 8 nM				237	bi-9321
849	WOAOENGFAAUUGT-UHFFFAOYSA-N	548	antagonist			5.5	degC	binding	DSF				237	bi-9321
850	WOAOENGFAAUUGT-UHFFFAOYSA-N	548	antagonist			203	nM	biochemical	TR-FRET assay				237	bi-9321
851	WOAOENGFAAUUGT-UHFFFAOYSA-N	548	antagonist	IC50		1400	nM	cell	BRET | 1400 ± 500nM				237	bi-9321
852	WOAOENGFAAUUGT-UHFFFAOYSA-N	548	antagonist	IC50		1200	nM	cell	NanoBRET (protein-protein interaction disruption between C-terminally NanoLuc tagged NSD3-PWWP1 with C-terminally HaloTag Fusion tagged histone H3 in a dose-dependent manner) | 1200 ± 60 nM				237	bi-9321
853	WOAOENGFAAUUGT-UHFFFAOYSA-N	548	antagonist	% inhibition		1000	nM	cell	FRAP assay				237	bi-9321
854	HRJWTAWVFDCTGO-UHFFFAOYSA-N	299	inhibitor			1.5	nM	biochemical	Biochemical assay				238	ly2090314
855	HRJWTAWVFDCTGO-UHFFFAOYSA-N	300	inhibitor			1.1		biochemical	Biochemical assay | 1.1 ± 0.3				238	ly2090314
856	HRJWTAWVFDCTGO-UHFFFAOYSA-N	300	inhibitor	IC50		0.7	nM	cell	Phospho-Tau assay | 0.7 ± 0.26 nM				238	ly2090314
857	BZZKEPGENYLQSC-FIBGUPNXSA-N	209	inhibitor			0.2	nM	biochemical	homogeneous time-resolved fluorescence (HTRF) binding assays measuring the displacement of a probe compound				239	deucravacitinib
858	BZZKEPGENYLQSC-FIBGUPNXSA-N	209	inhibitor			0.02	nM	biochemical	Morrison titration by varying the concentration of the fluorescent probe in the TYK2 JH2 assay				239	deucravacitinib
859	BZZKEPGENYLQSC-FIBGUPNXSA-N	209	inhibitor	IC50		2	nM	cell	Measuring STAT5 phosphorylation in CD3+ T-cells as end point				239	deucravacitinib
860	BZZKEPGENYLQSC-FIBGUPNXSA-N	209	inhibitor	IC50		9	nM	cell	Measuring STAT3 phosphorylation in CD161+ CD3+ T-cells				239	deucravacitinib
861	BZZKEPGENYLQSC-FIBGUPNXSA-N	209	inhibitor	IC50		13	nM	cell	STAT5 phosphorylation in CD3+ T-cells as end point				239	deucravacitinib
862	XUKUURHRXDUEBC-KAYWLYCHSA-N	103	inhibitor, prodrug			8	nM	biochemical	Inhibition of HMG-CoA Reductase , 6.2 nM (Ki, Rat homolog)				240	atorvastatin
863	XUKUURHRXDUEBC-KAYWLYCHSA-N	103	inhibitor, prodrug			6.2	nM	biochemical	Inhibition of HMG-CoA Reductase (Rat homolog)				240	atorvastatin
864	XUKUURHRXDUEBC-KAYWLYCHSA-N	103	inhibitor, prodrug					cell					240	atorvastatin
865	WDHOIABIERMLGY-CMJOXMDJSA-N	101	degrader, antagonist			2.5	nM	biochemical	ER Binding Assay				241	azd9833
866	WDHOIABIERMLGY-CMJOXMDJSA-N	101	degrader, antagonist			9.8		cell	Measurement of Endogenous ERα and PR Levels in a Multiplexed Cell Assay | 9.8				241	azd9833
867	WDHOIABIERMLGY-CMJOXMDJSA-N	101	degrader, antagonist			99	%	cell	Measurement of Endogenous ERα and PR Levels in a Multiplexed Cell Assay | 99 %				241	azd9833
868	YTINZZFBHWSAGL-NDEPHWFRSA-N	525	degrader, celmod			37.2	nM	biochemical	FRET Binding affinity assay				242	mezigdomide
869	YTINZZFBHWSAGL-NDEPHWFRSA-N	525	degrader, celmod	IC50		2.3	nM	cell	Growth Inhibition Assay				242	mezigdomide
870	YTINZZFBHWSAGL-NDEPHWFRSA-N	525	degrader, celmod	EC50		3	nM	cell	ePL Degradation assay; cpd shows fast kinetik with complete degradation of Aiolos after 3 h treatment at concentrations below 1 nM				242	mezigdomide
871	VNCIWNGCMAKKEO-UHFFFAOYSA-N	321	inhibitor			84	nM	biochemical	RapidFire MS assay				243	th257
872	VNCIWNGCMAKKEO-UHFFFAOYSA-N	321	inhibitor	IC50		250	nM	cell	NanoBRET				243	th257
873	VNCIWNGCMAKKEO-UHFFFAOYSA-N	321	inhibitor	IC50		257	nM	cell	AlphaLISA SureFire Assay for the Detection of Phospho-Cofilin Ser3				243	th257
874	VNCIWNGCMAKKEO-UHFFFAOYSA-N	322	inhibitor			39	nM	biochemical	RapidFire MS assay				243	th257
875	VNCIWNGCMAKKEO-UHFFFAOYSA-N	322	inhibitor	IC50		150	nM	cell	NanoBRET				243	th257
876	VRQMAABPASPXMW-HDICACEKSA-N	141	inhibitor			0.2	nM	biochemical	Enzymatic assay				244	azd4547
877	VRQMAABPASPXMW-HDICACEKSA-N	141	inhibitor	IC50		12	nM	cell	Cellular Phosphorylation assay, Cos-1 transfected with FGFR1				244	azd4547
878	VRQMAABPASPXMW-HDICACEKSA-N	141	inhibitor	IC50		18	nM	cell	Cell Proliferation Assay with KG1a with deregulated FGFR1				244	azd4547
879	VRQMAABPASPXMW-HDICACEKSA-N	171	inhibitor			1.8	nM	biochemical	Enzymatic assay				244	azd4547
880	VRQMAABPASPXMW-HDICACEKSA-N	171	inhibitor	IC50		2	nM	cell	Cellular Phosphorylation assay,  Cos-1 transfected with FGFR2				244	azd4547
881	VRQMAABPASPXMW-HDICACEKSA-N	171	inhibitor	IC50		41	nM	cell	Cell Proliferation Assay with Sum52-PE with deregulated FGFR2				244	azd4547
882	VRQMAABPASPXMW-HDICACEKSA-N	177	inhibitor			2.5	nM	biochemical	Enzymatic assay				244	azd4547
883	VRQMAABPASPXMW-HDICACEKSA-N	177	inhibitor	IC50		40	nM	cell	Cellular Phosphorylation assay,  Cos-1 transfected with FGFR3				244	azd4547
884	VRQMAABPASPXMW-HDICACEKSA-N	177	inhibitor	IC50		281	nM	cell	Cell Proliferation Assay with KMS11 with deregulated FGFR3				244	azd4547
885	AVKAVKZKOFSSMY-DEOSSOPVSA-N	576	inhibitor			16	nM	biochemical	SMYD2 Activity Assay with 20 uM SAM				245	pfi-5
886	AVKAVKZKOFSSMY-DEOSSOPVSA-N	576	inhibitor			8	nM	biochemical	SMYD2 Activity Assay with 70 nM SAM				245	pfi-5
887	AVKAVKZKOFSSMY-DEOSSOPVSA-N	576	inhibitor	EC50		130	nM	cell	p53 methylation at K370 in MCF7 cells				245	pfi-5
888	QGNDVASWIHEXCL-AWEZNQCLSA-N	355	inhibitor			260	nM	biochemical	Alpha-Screen				246	sgc-imllt
889	QGNDVASWIHEXCL-AWEZNQCLSA-N	355	inhibitor			129	nM	binding	ITC				246	sgc-imllt
890	QGNDVASWIHEXCL-AWEZNQCLSA-N	355	inhibitor	IC50		400	nM	cell	NanoBRET				246	sgc-imllt
891	QGNDVASWIHEXCL-AWEZNQCLSA-N	264	inhibitor			77	nM	biochemical	Alpha-Screen				246	sgc-imllt
892	QGNDVASWIHEXCL-AWEZNQCLSA-N	264	inhibitor	IC50		400	nM	cell	NanoBRET				246	sgc-imllt
893	QCIJLRJBZDBVDB-UHFFFAOYSA-N	329	inhibitor			13	nM	binding	ITC				247	pfi-4
894	QCIJLRJBZDBVDB-UHFFFAOYSA-N	329	inhibitor			172	nM	biochemical	Alpha Screen competitive assay with tetraacetylated histone 4 and  monoacetylated  K14  histone  3  for  TRIM24.				247	pfi-4
895	QCIJLRJBZDBVDB-UHFFFAOYSA-N	329	inhibitor			9.4	degC	binding	Thermal Shift assay				247	pfi-4
896	QCIJLRJBZDBVDB-UHFFFAOYSA-N	329	inhibitor	IC50		240	nM	cell	NanoBRET cellular target engagement assay evaluating the interaction of BRPF1B with histones				247	pfi-4
897	QCIJLRJBZDBVDB-UHFFFAOYSA-N	329	inhibitor					cell	In a FRAP assay PFI-4 recovery time in U2OS cells transfected with a BRPF1B triple BRD construct with a nuclear localisation signal (NLS) at 500 nM.				247	pfi-4
898	ZKIRTFGYQVXNGL-UHFFFAOYSA-N	544	inhibitor			16	nM	biochemical	TR-FRET				248	gne-886
899	ZKIRTFGYQVXNGL-UHFFFAOYSA-N	544	inhibitor			42	nM	binding	BromoSCAN				248	gne-886
900	ZKIRTFGYQVXNGL-UHFFFAOYSA-N	544	inhibitor	EC50		370	nM	cell	Bromodomain chromatin-release (“dot”) assay				248	gne-886
901	AQTNUGRRZDRZIA-UHFFFAOYSA-N	308	inhibitor			35	nM	binding	ITC				249	sgc-smarca-brdviii
902	AQTNUGRRZDRZIA-UHFFFAOYSA-N	308	inhibitor	EC50	<	1	uM	cell	adipogenesis cell differentiation assay				249	sgc-smarca-brdviii
903	AQTNUGRRZDRZIA-UHFFFAOYSA-N	309	inhibitor			36	nM	binding	ITC				249	sgc-smarca-brdviii
904	AQTNUGRRZDRZIA-UHFFFAOYSA-N	309	inhibitor	EC50	<	1	uM	cell	adipogenesis cell differentiation assay				249	sgc-smarca-brdviii
905	AQTNUGRRZDRZIA-UHFFFAOYSA-N	467	inhibitor			13	nM	binding	ITC				249	sgc-smarca-brdviii
906	AQTNUGRRZDRZIA-UHFFFAOYSA-N	467	inhibitor	EC50	<	1	uM	cell	adipogenesis cell differentiation assay				249	sgc-smarca-brdviii
907	RZFJBSIAXYEPBX-UHFFFAOYSA-N	520	inhibitor			0.11	nM	biochemical	Biochemical assay				250	smg1i
908	RZFJBSIAXYEPBX-UHFFFAOYSA-N	520	inhibitor	% inhibition		100	%	cell	Inhibition of UPF1 phosphorylation				250	smg1i
909	RZFJBSIAXYEPBX-UHFFFAOYSA-N	520	inhibitor	IC50		75	nM	cell	Cell proliferation assay				250	smg1i
910	IXWUILRSNIQHDM-QGZVFWFLSA-N	355	inhibitor			140	nM	biochemical	Homogeneous Time-Resolved Fluorescence assay, Biolayer Interferometry assay				251	pfi-6
911	IXWUILRSNIQHDM-QGZVFWFLSA-N	355	inhibitor			82	nM	binding	ITC				251	pfi-6
912	IXWUILRSNIQHDM-QGZVFWFLSA-N	355	inhibitor	IC50		760	nM	cell	Fluorescence Recovery After Photobleaching (FRAP) assay				251	pfi-6
913	IXWUILRSNIQHDM-QGZVFWFLSA-N	264	inhibitor			160	nM	biochemical	Homogeneous Time-Resolved Fluorescence assay, Biolayer Interferometry assay				251	pfi-6
914	IXWUILRSNIQHDM-QGZVFWFLSA-N	264	inhibitor			76	nM	binding	ITC				251	pfi-6
915	IXWUILRSNIQHDM-QGZVFWFLSA-N	264	inhibitor	IC50		760	nM	cell	Fluorescence Recovery After Photobleaching (FRAP) assay				251	pfi-6
916	INAICWLVUAKEPB-QSTFCLMHSA-N	308	antagonist		>=	81	nM	binding	ITC assay | 81-86 nM				252	pfi-3
917	INAICWLVUAKEPB-QSTFCLMHSA-N	308	antagonist					cell	In U2OS cells, PFI-3 increased fluorescence recovery of GFP-tagged, full-length BRM protein in FRAP assay including wild-type but not mutant version of BRM (N1464F), which does not bind acetylated chromatin.				252	pfi-3
918	INAICWLVUAKEPB-QSTFCLMHSA-N	309	antagonist			97	nM	binding	ITC assay				252	pfi-3
919	INAICWLVUAKEPB-QSTFCLMHSA-N	309	antagonist					cell	In U2OS cells, PFI-3 increased fluorescence recovery of GFP-tagged, full-length BRM protein in FRAP assay including wild-type but not mutant version of BRM (N1464F), which does not bind acetylated chromatin.				252	pfi-3
920	INAICWLVUAKEPB-QSTFCLMHSA-N	467	antagonist			54	nM	binding	ITC assay				252	pfi-3
921	INAICWLVUAKEPB-QSTFCLMHSA-N	467	antagonist					cell	In U2OS cells, PFI-3 increased fluorescence recovery of GFP-tagged, full-length BRM protein in FRAP assay including wild-type but not mutant version of BRM (N1464F), which does not bind acetylated chromatin.				252	pfi-3
922	GWGNPYYVGANHRJ-GDBMZVCRSA-N	72	inhibitor			9	nM	biochemical	Phosphodiesterase enzyme (PDE) inhibition IC50 values were determined for IMR-687 using recombinant human PDE enzymes in a radiometric assay				253	imr-687
923	GWGNPYYVGANHRJ-GDBMZVCRSA-N	72	inhibitor					cell	cGMP levels were assessed using a non-radioactive cGMP enzyme immunoassay with the acetylation protocol and protein levels were quantified by the BCA assay. Treatment for 6 hours (h) in erythroid K562 cells increases cGMP in a dose-dependent manner. treatment in erythroid K562 cells for 72 h induced HbF (fetal hemoglobin) in a dose-dependent manner, evaluated by an ELISA assay.				253	imr-687
924	AUOSKLDNVNGKRR-UHFFFAOYSA-N	24	inhibitor			1.9	nM	biochemical	Competition binding assay (DiscoverX)				254	sgc-gak-1
925	AUOSKLDNVNGKRR-UHFFFAOYSA-N	24	inhibitor	IC50		110	nM	cell	NanoBRET against ectopically expressed full-length GAK-Nluc fusion				254	sgc-gak-1
926	AUOSKLDNVNGKRR-UHFFFAOYSA-N	24	inhibitor	IC50		650	nM	cell	Prostate Cancer Cell Line Viability at 72 h				254	sgc-gak-1
927	AUOSKLDNVNGKRR-UHFFFAOYSA-N	24	inhibitor	IC50		170	nM	cell	Prostate Cancer Cell Line Viability at 72 h				254	sgc-gak-1
928	KGXBCWANASZZQG-UHFFFAOYSA-N	23	inhibitor			52	nM	biochemical	Z’LYTE kinase assay				255	fmf-03-145-1
929	KGXBCWANASZZQG-UHFFFAOYSA-N	23	inhibitor	EC50		38	nM	cell	Cellular EC50 based on 4 h treatment followed by western blot analysis of pAurora A and histone H3 pS10				255	fmf-03-145-1
930	KGXBCWANASZZQG-UHFFFAOYSA-N	23	inhibitor	% inhibition		500	nM	cell	Cell cycle analysis by FACS				255	fmf-03-145-1
931	KGXBCWANASZZQG-UHFFFAOYSA-N	511	inhibitor			41	nM	biochemical	Z’LYTE kinase assay				255	fmf-03-145-1
932	KGXBCWANASZZQG-UHFFFAOYSA-N	511	inhibitor	EC50		11	nM	cell	Cellular EC50 based on 4 h treatment followed by western blot analysis of pAurora A and histone H3 pS10				255	fmf-03-145-1
933	KGXBCWANASZZQG-UHFFFAOYSA-N	624	inhibitor			53	nM	biochemical	Z’LYTE kinase assay				255	fmf-03-145-1
934	KGXBCWANASZZQG-UHFFFAOYSA-N	624	inhibitor					cell					255	fmf-03-145-1
935	ZRTFTZCKJUNZIU-HNNXBMFYSA-N	355	inhibitor			150	nM	biochemical	TR-FRET				251	nvs-mllt-1
936	ZRTFTZCKJUNZIU-HNNXBMFYSA-N	355	inhibitor			109	nM	binding	ITC				251	nvs-mllt-1
937	ZRTFTZCKJUNZIU-HNNXBMFYSA-N	355	inhibitor	IC50		500	nM	cell	NanoBRET cellular target engagement assay				251	nvs-mllt-1
938	ZRTFTZCKJUNZIU-HNNXBMFYSA-N	264	inhibitor			254	nM	biochemical	TR-FRET				251	nvs-mllt-1
939	ZRTFTZCKJUNZIU-HNNXBMFYSA-N	264	inhibitor	IC50		500	nM	cell	NanoBRET cellular target engagement assay				251	nvs-mllt-1
940	CZKPAGLXQOQNEI-UHFFFAOYSA-N	534	inhibitor			3.3	nM	biochemical	Spectrophotometric assay in isolated rat heart mitochondria (rate of succinate-driven coenzyme Q2-linked reduction of DCPIP).				256	ttt20171
941	CZKPAGLXQOQNEI-UHFFFAOYSA-N	534	inhibitor	IC50		5400	nM	cell	In 22Rv cells, TTT20171 dose-dependently decreased the oxygen consumption rate, basal respiration, ATP production and decreased maximal respiration.				256	ttt20171
942	JKJMWHULJIOKPJ-UHFFFAOYSA-N	487	inhibitor			82	nM	biochemical	SAG substrate assay				257	kt109
943	JKJMWHULJIOKPJ-UHFFFAOYSA-N	487	inhibitor			42	nM	biochemical	Competitive ABPP assay				257	kt109
944	JKJMWHULJIOKPJ-UHFFFAOYSA-N	487	inhibitor	IC50		14	nM	cell	quantitative mass spectrometry–based proteomic method ABPP-SILAC				257	kt109
945	JKJMWHULJIOKPJ-UHFFFAOYSA-N	487	inhibitor	IC50		500	nM	cell	Concentration-dependent inhibition of human DAGLβ activity detected via competitive ABPP with with the HT-01 probe (1 µM)				257	kt109
946	JKJMWHULJIOKPJ-UHFFFAOYSA-N	487	inhibitor	% inhibition		50	nM	cell	Conversion of DAG lipids containing an sn-2 C20:4 (arachidonoyl) acyl chain to  2-arachidonoylglycerol after treatment of cells for 4 h with inhibitor.				257	kt109
947	JKJMWHULJIOKPJ-UHFFFAOYSA-N	541	inhibitor			16	nM	biochemical	SAG substrate assay				257	kt109
948	JKJMWHULJIOKPJ-UHFFFAOYSA-N	541	inhibitor	IC50		1	nM	cell	competitive ABPP assay with HT-01 (1 µM)				257	kt109
949	TXJZRSRTYPUYRW-GHTZIAJQSA-N	243	inhibitor			111	nM	binding	RSL3 was evaluated for binding using Microscale thermophoresis (MST) with labelled His-tagged GPX4(U46C) protein. The Kd is defined as the concentration of ligands at which the binding site on GPX4 protein is half occupied.				258	rsl3
950	TXJZRSRTYPUYRW-GHTZIAJQSA-N	243	inhibitor	EC50		100	nM	cell	"HT-1080 cells were treated with a serial dilution of RSL3. Viability was assayed using Alamar Blue reagent. The EC50 is defined as the concentration that results in 50% viability. Chemoproteomic affinity capture with a modified version of RSL3 identified GPX4 as a cellular protein target. 
In lysates from a COH BR1 breast cancer cell line overexpressing GPX4, RLS3 inhibited the reduction of 7α-cholesterol hydroperoxide to 7α-cholesterol-OH. siRNA-mediated knockdown of GPX4 sensitized cells to RSL3, whereas overexpression of GPX4 rendered cells insensitive to RSL3."				258	rsl3
951	ARYUXFNGXHNNDM-UHFFFAOYSA-N	413	modulator	EC50		240	nM	cell	Calcium mobilization assays				259	vu0361737
952	WQAVGRAETZEADU-UHFFFAOYSA-N	131	inhibitor			3	nM	biochemical	PARP Fluorescence Anisotropy Binding Assays				260	azd5305
953	WQAVGRAETZEADU-UHFFFAOYSA-N	131	inhibitor			0.13	nM	biochemical	Total Internal Fluorescence (TIRF) microscopy				260	azd5305
954	WQAVGRAETZEADU-UHFFFAOYSA-N	131	inhibitor	IC50		2	nM	cell	Cell Proliferation				260	azd5305
955	WQAVGRAETZEADU-UHFFFAOYSA-N	131	inhibitor	IC50		2.3	nM	cell	PARylation assay				260	azd5305
956	MLJVGAYSVYMPSB-MSUKGTQXSA-N	582	inhibitor		<	2.4	nM	binding	Scintillation proximity assay (SPA) against PRMT7 using 3H-SAM and a histone H2B peptide (residues 23–37) as a substrate (testing SGC8158)				261	sgc3027
957	MLJVGAYSVYMPSB-MSUKGTQXSA-N	582	inhibitor			6.4	nM	binding	SPR using SGC8158 | 6.4 ± 1.2 nM				261	sgc3027
958	MLJVGAYSVYMPSB-MSUKGTQXSA-N	582	inhibitor	IC50		294	nM	cell	Inhibition of PRMT7 methylation of full-length HSPA8 | 294 ± 26 nM				261	sgc3027
959	MLJVGAYSVYMPSB-MSUKGTQXSA-N	582	inhibitor	IC50		2400	nM	cell	HSP70 monomethylation in C2C12 cells | 2400 ± 100 nM				261	sgc3027
960	CDJPHTNUARAVMH-SECBINFHSA-N	187	antagonist			1.9	nM	biochemical	Cell Free Activity Assay				262	r-9s
961	CDJPHTNUARAVMH-SECBINFHSA-N	187	antagonist	IC30		15	nM	cell	Organ bath				262	r-9s
962	HFNKQEVNSGCOJV-OAHLLOKOSA-N	180	inhibitor			3.3	nM	biochemical	Kinase Enzymatic assay				263	ruxolitinib
963	HFNKQEVNSGCOJV-OAHLLOKOSA-N	180	inhibitor	IC50		280	nM	cell	Inhibition of substrate phosphorylation in whole blood.				263	ruxolitinib
964	HFNKQEVNSGCOJV-OAHLLOKOSA-N	52	inhibitor			2.8	nM	biochemical	Kinase Enzymatic assay				263	ruxolitinib
965	HFNKQEVNSGCOJV-OAHLLOKOSA-N	52	inhibitor	IC50		280	nM	cell	Inhibition of substrate phosphorylation in whole blood.				263	ruxolitinib
966	OQFCHSFVWSLDAO-UHFFFAOYSA-N	26	inhibitor			109	nM	binding	ITC				264	dclk1-in-1
967	OQFCHSFVWSLDAO-UHFFFAOYSA-N	26	inhibitor			9.5	nM	biochemical	DCLK1 KINOMEscan binding assay				264	dclk1-in-1
968	OQFCHSFVWSLDAO-UHFFFAOYSA-N	26	inhibitor			57.2	nM	biochemical	33P-ATP DCLK1 kinase assay. Assays were performed at an ATP concentration of 50 μM (Km)				264	dclk1-in-1
969	OQFCHSFVWSLDAO-UHFFFAOYSA-N	26	inhibitor	IC50		279	nM	cell	DCLK1 nanoBRET assay				264	dclk1-in-1
970	OQFCHSFVWSLDAO-UHFFFAOYSA-N	483	inhibitor			31	nM	biochemical	DCLK2 KINOMEscan binding assay				264	dclk1-in-1
971	OQFCHSFVWSLDAO-UHFFFAOYSA-N	483	inhibitor			103	nM	biochemical	33P-ATP DCLK2 kinase assay. Assays were performed at an ATP concentration of 100 μM (Km)				264	dclk1-in-1
972	WSEQXVZVJXJVFP-FQEVSTJZSA-N	219	inhibitor			2.1	nM	binding	Radioligand assay				265	escitalopram
973	WSEQXVZVJXJVFP-FQEVSTJZSA-N	219	inhibitor			0.89	nM	binding	Radioligand binding displacement				265	escitalopram
974	AJBBEYXFRYFVNM-UHFFFAOYSA-N	207	antagonist	activity		0	%	cell	Functional assay (inhibiting the effects of NECA)				266	mrs-1754
975	AJBBEYXFRYFVNM-UHFFFAOYSA-N	207	antagonist	Ki		2	nM	cell	Radioligand binding assay				266	mrs-1754
976	HNOLTAKAPDKZRY-AWEZNQCLSA-N	596	inhibitor			99	nM	biochemical	Inhibition of recombinant h-spastin | 99 ± 18 nM				267	spastazolin
977	HNOLTAKAPDKZRY-AWEZNQCLSA-N	596	inhibitor		~	2	fold	cell	Phenotypic assay: ~2-fold increase in the number of cells with intercellular bridges compared with DMSO control, mimicking RNAi-mediated spastin knockdown  phenotype				267	spastazolin
978	KJDAGXLMHXUAGV-DGWLBADLSA-N	174	inhibitor		>	0.75	nM	biochemical	E1–UBL-dependent pyrophosphate exchange (PPiX) activity				268	tak-243
979	KJDAGXLMHXUAGV-DGWLBADLSA-N	174	inhibitor			1	nM	biochemical	UBCH10 E2 transthiolation assay | 1 ± 0.2 nM				268	tak-243
980	KJDAGXLMHXUAGV-DGWLBADLSA-N	174	inhibitor	EC50	>=	12	nM	cell	Western blotting, Cellular thioester assays, Lys48 immunofluorescence assay in tumor tissue | 12-20 nM (48-72h)				268	tak-243
