id	inchikey	organism	dose_value	dose_unit	route	dose_raw	source_id
1116	WBFSPPPOPIJCLF-UHFFFAOYSA-N	Rat					1447
1117	WBFSPPPOPIJCLF-UHFFFAOYSA-N	Monkey (Cynomolgus)					1447
1118	FUEYCNUHTBZPRF-SVBPBHIXSA-N	Rat	10	mg/kg		10.0 mg/kg	1448
1119	FUEYCNUHTBZPRF-SVBPBHIXSA-N	Rat	25	mg/kg		25.0 mg/kg	1448
1120	KDTQFQYXTWVBCC-UHFFFAOYSA-N	Rat	3	mg/kg		3 mg/Kg	1449
1121	KDTQFQYXTWVBCC-UHFFFAOYSA-N	Mouse	3	mg/kg		3 mg/Kg	1449
1122	KDTQFQYXTWVBCC-UHFFFAOYSA-N	Dog	0.1	mg/kg		0.1 mg/Kg	1449
1123	GSLHDZCTAHKMDW-UHFFFAOYSA-N	Mouse	2	mg/kg		2 mg/Kg	1450
1124	GSLHDZCTAHKMDW-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg	1450
1125	GSLHDZCTAHKMDW-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg	1450
1126	ODRITQGYYWHQGM-INIZCTEOSA-N	Mouse	0.2	mg/kg	IV	0.2 mg/Kg IV, 0.5 mg/Kg PO	1451
1127	ODRITQGYYWHQGM-INIZCTEOSA-N	Mouse	0.5	mg/kg	PO	0.2 mg/Kg IV, 0.5 mg/Kg PO	1451
1128	ODRITQGYYWHQGM-INIZCTEOSA-N	Rat	0.2	mg/kg	IV	0.2 mg/Kg IV, 0.5 mg/Kg PO	1451
1129	ODRITQGYYWHQGM-INIZCTEOSA-N	Rat	0.5	mg/kg	PO	0.2 mg/Kg IV, 0.5 mg/Kg PO	1451
1130	ODRITQGYYWHQGM-INIZCTEOSA-N	Dog	0.2	mg/kg	IV	0.2 mg/Kg IV, 0.5 mg/Kg PO	1451
1131	ODRITQGYYWHQGM-INIZCTEOSA-N	Dog	0.5	mg/kg	PO	0.2 mg/Kg IV, 0.5 mg/Kg PO	1451
1132	BODASLVEZBWITD-ACCUITESSA-N	Rat	5	mg/kg		5 mg/Kg	1452
1133	BODASLVEZBWITD-ACCUITESSA-N	Rat	10	mg/kg		10 mg/Kg	1452
1134	OYMNPJXKQVTQTR-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	1453
1135	BXNMZRPTQFVRFA-QGZVFWFLSA-N	Rat	2	mg/kg		2-10 mg/Kg	1454
1136	BXNMZRPTQFVRFA-QGZVFWFLSA-N	Dog	20	mg/kg		20 mg/Kg	1454
1137	WCWUXEGQKLTGDX-LLVKDONJSA-N	Other	90	mg/kg		10, 60, 90 Mg/Kg	793
1138	HTCJUBZBSJQWBW-CQSZACIVSA-N	Rat	1	mg/kg		1 mg/Kg	794
1139	HTCJUBZBSJQWBW-CQSZACIVSA-N	Rat	5	mg/kg		5 mg/Kg	794
1140	HTCJUBZBSJQWBW-CQSZACIVSA-N	Dog	0.25	mg/kg		0.25 mg/Kg	794
1141	HTCJUBZBSJQWBW-CQSZACIVSA-N	Dog	0.5	mg/kg		0.5 mg/Kg	794
1142	HTCJUBZBSJQWBW-CQSZACIVSA-N	Monkey (Cynomolgus)	0.1	mg/kg		0.1 mg/Kg	794
1143	HTCJUBZBSJQWBW-CQSZACIVSA-N	Monkey (Cynomolgus)	3	mg/kg		3 mg/Kg	794
1144	HTCJUBZBSJQWBW-CQSZACIVSA-N	Other	3	mg/kg		3 mg/kg once weekly for 8 weeks	794
1145	VSOUDUXMPUHJEU-UHFFFAOYSA-N	Rat	2	mg/kg		2 mg/Kg	1455
1146	VSOUDUXMPUHJEU-UHFFFAOYSA-N	Rat	5	mg/kg		5 mg/Kg	1455
1147	VSOUDUXMPUHJEU-UHFFFAOYSA-N	Dog	1	mg/kg		1 mg/Kg	1455
1148	VSOUDUXMPUHJEU-UHFFFAOYSA-N	Dog	3	mg/kg		3 mg/Kg	1455
1149	VSOUDUXMPUHJEU-UHFFFAOYSA-N	Mouse	100	mg/kg		100 mg/Kg	1455
1150	VSOUDUXMPUHJEU-UHFFFAOYSA-N	Rat	15	mg/kg		15 mg/Kg	1455
1151	VSOUDUXMPUHJEU-UHFFFAOYSA-N	Dog	3	mg/kg		3 mg/Kg	1455
1152	RSJAXPUYVJKAAA-JPGJPTAESA-N	Other	3	mg/kg		3 mg/Kg	796
1153	ATALOFNDEOCMKK-OITMNORJSA-N	Other	0.3	mg/kg		0.3-3.0 mg/Kg	797
1154	ATALOFNDEOCMKK-OITMNORJSA-N	Other	0.1	mg/kg		0.1-3.0 mg/Kg	797
1155	ATALOFNDEOCMKK-OITMNORJSA-N	Rat	5	mg/kg		2 and 5 mg/Kg	797
1156	ATALOFNDEOCMKK-OITMNORJSA-N	Dog	2	mg/kg		0.5, 2.0 mg/Kg	797
1157	ATHZIFFSGSWIAU-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg	1456
1158	UXZAJSZFFARTEI-YRPNKDGESA-N	Mouse	3	mg/kg		3 mg/Kg	1457
1159	YHGBLECINAKBKX-UHFFFAOYSA-N	Rat	1	mg/kg		1.0 mg/Kg	1458
1160	YHGBLECINAKBKX-UHFFFAOYSA-N	Rat	5	mg/kg		5.0 mg/Kg	1458
1161	NCWQLHHDGDXIJN-UHFFFAOYSA-N	Mouse	50	mg/kg		50 mg/Kg BID	1459
1162	OAEWNSKRLBVVBV-QSEAXJEQSA-N	Rat	5	mg/kg		5 mg/Kg	1460
1163	OAEWNSKRLBVVBV-QSEAXJEQSA-N	Rat	10	mg/kg		10 mg/Kg	1460
1164	OAEWNSKRLBVVBV-QSEAXJEQSA-N	Dog	5	mg/kg		5 mg/Kg	1460
1165	OAEWNSKRLBVVBV-QSEAXJEQSA-N	Monkey (Cynomolgus)	5	mg/kg		5 mg/Kg	1460
1166	QLOHOGRMRUDDPM-LBPRGKRZSA-N	Rat	0.5	mg/kg		0.5 mg/Kg	1461
1167	QLOHOGRMRUDDPM-LBPRGKRZSA-N	Rat	10	mg/kg		10 mg/Kg	1461
1168	QLOHOGRMRUDDPM-LBPRGKRZSA-N	Dog	1	mg/kg		1 mg/Kg	1461
1169	QLOHOGRMRUDDPM-LBPRGKRZSA-N	Dog	3	mg/kg		3 mg/Kg	1461
1170	PUKBOVABABRILL-YZNIXAGQSA-N	Mouse	0.5	mg/kg		0.5 mg/Kg	1462
1171	PUKBOVABABRILL-YZNIXAGQSA-N	Rat	0.5	mg/kg		0.5 mg/Kg	1462
1172	PUKBOVABABRILL-YZNIXAGQSA-N	Dog	0.5	mg/kg		0.5 mg/Kg	1462
1173	PUKBOVABABRILL-YZNIXAGQSA-N	Mouse	2	mg/kg		2 mg/Kg	1462
1174	PUKBOVABABRILL-YZNIXAGQSA-N	Mouse	30	mg/kg		30 mg/Kg	1462
1175	PUKBOVABABRILL-YZNIXAGQSA-N	Rat	2	mg/kg		2 mg/Kg	1462
1176	PUKBOVABABRILL-YZNIXAGQSA-N	Rat	30	mg/kg		30 mg/Kg	1462
1177	PUKBOVABABRILL-YZNIXAGQSA-N	Monkey (Cynomolgus)	100	mg/kg		100 mg/Kg	1462
1178	FJZNNKJZHQFMCK-LRDDRELGSA-N	Mouse	0.5	mg/kg		0.5 mg/Kg	1463
1179	FJZNNKJZHQFMCK-LRDDRELGSA-N	Mouse	1	mg/kg		1 mg/Kg	1463
1180	FJZNNKJZHQFMCK-LRDDRELGSA-N	Rat	1	mg/kg		1.0 mg/Kg	1463
1181	FJZNNKJZHQFMCK-LRDDRELGSA-N	Rat	1	mg/kg		1.0 mg/Kg	1463
1182	FJZNNKJZHQFMCK-LRDDRELGSA-N	Dog	1	mg/kg		1.0 mg/Kg	1463
1183	FJZNNKJZHQFMCK-LRDDRELGSA-N	Dog	1	mg/kg		1.0 mg/Kg	1463
1184	FJZNNKJZHQFMCK-LRDDRELGSA-N	Monkey (Cynomolgus)	1	mg/kg		1.0 mg/Kg	1463
1185	FJZNNKJZHQFMCK-LRDDRELGSA-N	Monkey (Cynomolgus)	3	mg/kg		3.0 mg/Kg	1463
1186	BZCALJIHZVNMGJ-HSZRJFAPSA-N	Other				1 IV, 3 PO mg/Kg Rat, 0.5 IV, 1 PO mg/Kg Dog	807
1187	KDFQABSFVYLGPM-QFIPXVFZSA-N	Rat	5	mg/kg		5 mg/Kg	808
1188	KDFQABSFVYLGPM-QFIPXVFZSA-N	Dog	5	mg/kg		5 mg/Kg	808
1189	KDFQABSFVYLGPM-QFIPXVFZSA-N	Monkey (Rheus)	5	mg/kg		5 mg/Kg	808
1190	KDFQABSFVYLGPM-QFIPXVFZSA-N	Rat	5	mg/kg		5 mg/Kg	808
1191	KDFQABSFVYLGPM-QFIPXVFZSA-N	Dog	5	mg/kg		5 mg/Kg	808
1192	KDFQABSFVYLGPM-QFIPXVFZSA-N	Monkey (Rheus)	50	mg/kg		50 mg/Kg	808
1193	PZGSYNNVPNLHQG-SANMLTNESA-N	Rat	0.5	mg/kg	IV	0.5 mg/kg IV, 2.0, 10 and 30 mg/kg PO	1464
1194	PZGSYNNVPNLHQG-SANMLTNESA-N	Rat	30	mg/kg	PO	0.5 mg/kg IV, 2.0, 10 and 30 mg/kg PO	1464
1195	PZGSYNNVPNLHQG-SANMLTNESA-N	Dog	0.5	mg/kg	IV	0.5 mg/kg IV, 2.0 mg/kg PO	1464
1196	PZGSYNNVPNLHQG-SANMLTNESA-N	Dog	2	mg/kg	PO	0.5 mg/kg IV, 2.0 mg/kg PO	1464
1197	PZGSYNNVPNLHQG-SANMLTNESA-N	Monkey (Cynomolgus)	0.5	mg/kg	IV	0.5 mg/kg IV, 2.0 and 20 mg/kg PO	1464
1198	PZGSYNNVPNLHQG-SANMLTNESA-N	Monkey (Cynomolgus)	20	mg/kg	PO	0.5 mg/kg IV, 2.0 and 20 mg/kg PO	1464
1199	OGJGQVFWEPNYSB-UHFFFAOYSA-N	Rat	3	mg/kg		3 mg/Kg	810
1200	OGJGQVFWEPNYSB-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	810
1201	VXNAMCLMCBLNOL-NFQMXDRXSA-N	Rat	1	mg/kg	IV	1 mg/Kg IV, 10 mg/Kg PO	812
1202	VXNAMCLMCBLNOL-NFQMXDRXSA-N	Rat	10	mg/kg	PO	1 mg/Kg IV, 10 mg/Kg PO	812
1203	HVVLGXULBVAFRZ-UHFFFAOYSA-N	Rat	0.3	mg/kg		0.3 mg/Kg	1465
1204	HVVLGXULBVAFRZ-UHFFFAOYSA-N	Dog	0.3	mg/kg		0.3 mg/Kg	1465
1205	HLCHESOMJVGDSJ-LOYHVIPDSA-N	Rat	1	mg/kg	IV	1 mg/Kg IV, 10 mg/Kg PO	1466
1206	HLCHESOMJVGDSJ-LOYHVIPDSA-N	Rat	10	mg/kg	PO	1 mg/Kg IV, 10 mg/Kg PO	1466
1207	HLCHESOMJVGDSJ-LOYHVIPDSA-N	Dog	0.2	mg/kg	IV	0.2 mg/Kg IV, 0.5 mg/Kg PO	1466
1208	HLCHESOMJVGDSJ-LOYHVIPDSA-N	Dog	0.5	mg/kg	PO	0.2 mg/Kg IV, 0.5 mg/Kg PO	1466
1209	VOSAWOSMGPKQEQ-OALUTQOASA-N	Mouse	10	mg/kg		10 mg/Kg	1467
1210	VOSAWOSMGPKQEQ-OALUTQOASA-N	Mouse	30	mg/kg		30 mg/Kg	1467
1211	VOSAWOSMGPKQEQ-OALUTQOASA-N	Mouse	3	mg/kg		3 mg/Kg	1467
1212	TYXSIXOYTBHZFA-UHFFFAOYSA-N	Other	10	mg/kg		10 to 30 mg/Kg in Rat	818
1213	PMEQBGAGFZDWQX-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	819
1214	ZPCGODCPRDIFRQ-UHFFFAOYSA-N	Mouse	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	1468
1215	ZPCGODCPRDIFRQ-UHFFFAOYSA-N	Mouse	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	1468
1216	ZPCGODCPRDIFRQ-UHFFFAOYSA-N	Rat	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	1468
1217	ZPCGODCPRDIFRQ-UHFFFAOYSA-N	Rat	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	1468
1218	ZPCGODCPRDIFRQ-UHFFFAOYSA-N	Dog	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	1468
1219	ZPCGODCPRDIFRQ-UHFFFAOYSA-N	Dog	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	1468
1220	AFJRYPJIKHMNGL-UHFFFAOYSA-N	Rat	0.3	mg/kg		0.3 to 3 mg/kg	822
1221	AFJRYPJIKHMNGL-UHFFFAOYSA-N	Rat	0.1	mg/kg		0.1 mg/Kg	822
1222	AFJRYPJIKHMNGL-UHFFFAOYSA-N	Rat	0.1	mg/kg		0.1 mg/Kg	822
1223	LPORLBPACXEOET-UHFFFAOYSA-N	Rat	3	mg/kg		3 mg/Kg	1469
1224	LPORLBPACXEOET-UHFFFAOYSA-N	Rat	7.5	mg/kg		7.5 mg/Kg	1469
1225	LPORLBPACXEOET-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	1469
1226	GQCXHIKRWBIQMD-AKJBCIBTSA-N	Rat	1	mg/kg		1 mg/Kg	1470
1227	GQCXHIKRWBIQMD-AKJBCIBTSA-N	Dog	1	mg/kg		1 mg/Kg	1470
1228	GQCXHIKRWBIQMD-AKJBCIBTSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	1470
1229	QAKJEKTXKXAPBP-MGCURZBSSA-N	Mouse	1	mg/kg		1 mg/Kg	1471
1230	QAKJEKTXKXAPBP-MGCURZBSSA-N	Mouse	10	mg/kg		10 mg/Kg	1471
1231	QAKJEKTXKXAPBP-MGCURZBSSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	1471
1232	QAKJEKTXKXAPBP-MGCURZBSSA-N	Monkey (Cynomolgus)	0.2	mg/kg		0.2 mg/Kg	1471
1233	QAKJEKTXKXAPBP-MGCURZBSSA-N	Monkey (Cynomolgus)	2	mg/kg		2 mg/Kg	1471
1234	ODOJVROSIRINJT-LJQANCHMSA-N	Rat	1	mg/kg		1 mg/Kg	1472
1235	ODOJVROSIRINJT-LJQANCHMSA-N	Rat	10	mg/kg		10 mg/Kg	1472
1236	ODOJVROSIRINJT-LJQANCHMSA-N	Mouse	30	mg/kg		30 mg/Kg	1472
1237	ZUFHZMHKCFCIHV-JRFCFUNGSA-N	Rat	0.25	mg/kg		0.25 mg/Kg	1473
1238	ZUFHZMHKCFCIHV-JRFCFUNGSA-N	Rat	2	mg/kg		2.0 mg/Kg	1473
1239	OVUNRYUVDVWTTE-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	1474
1240	OVUNRYUVDVWTTE-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	1474
1241	OVUNRYUVDVWTTE-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	1474
1242	HUOLMBXGHHSYHC-QWQFASRJSA-N	Mouse	1	mg/kg		1 mg/Kg	830
1243	HUOLMBXGHHSYHC-QWQFASRJSA-N	Mouse	10	mg/kg		10 mg/Kg	830
1244	CEGVLCNHZDUFIJ-NSHDSACASA-N	Mouse	0.5	mg/kg	IV	0.5 mg/Kg IV, 1 mg/Kg PO	1475
1245	CEGVLCNHZDUFIJ-NSHDSACASA-N	Mouse	1	mg/kg	PO	0.5 mg/Kg IV, 1 mg/Kg PO	1475
1246	CEGVLCNHZDUFIJ-NSHDSACASA-N	Rat				0.5 IV, 1.0 PO mg/Kg	1475
1247	ZVDNXHUSIKGTSF-UHFFFAOYSA-N	Mouse	3	mg/kg		3 mg/Kg	1476
1248	ZVDNXHUSIKGTSF-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg	1476
1249	ZVDNXHUSIKGTSF-UHFFFAOYSA-N	Dog	1	mg/kg		1 mg/Kg	1476
1250	ZVDNXHUSIKGTSF-UHFFFAOYSA-N	Dog	10	mg/kg		10 mg/Kg	1476
1251	QJWQAZTYFYCFQU-RMKNXTFCSA-N	Mouse	50	mg/kg		50 mg/Kg	1477
1252	NORRDWRSNUOCBV-XCIZWWPASA-N	Rat	1	mg/kg		1 mg/Kg	1478
1253	NORRDWRSNUOCBV-XCIZWWPASA-N	Rat	3	mg/kg		3 mg/Kg	1478
1254	NORRDWRSNUOCBV-XCIZWWPASA-N	Mouse	1	mg/kg		1 mg/Kg	1478
1255	NORRDWRSNUOCBV-XCIZWWPASA-N	Mouse	3	mg/kg		3 mg/Kg	1478
1256	BFMWIVWPPKENIN-AWEZNQCLSA-N	Mouse	0.2	mg/kg		0.2 mg/Kg	1479
1257	CLCTZVRHDOAUGJ-SYVGMNBRSA-N	Mouse	2	mg/kg		2 mg/Kg	836
1258	CLCTZVRHDOAUGJ-SYVGMNBRSA-N	Mouse	5	mg/kg		5 mg/Kg	836
1259	CLCTZVRHDOAUGJ-SYVGMNBRSA-N	Rat	2	mg/kg		2 mg/Kg	836
1260	CLCTZVRHDOAUGJ-SYVGMNBRSA-N	Rat	5	mg/kg		5 mg/Kg	836
1261	JNTJTCXFIXNXDV-VIFPVBQESA-N	Mouse				4.6 h	1480
1262	JNTJTCXFIXNXDV-VIFPVBQESA-N	Rat				15 h	1480
1263	JNTJTCXFIXNXDV-VIFPVBQESA-N	Dog					1480
1264	DTWUUAFTYSMNQX-GFCCVEGCSA-N	Rat	10	mg/kg		10 mg/Kg	1481
1265	FZJKQMONKPFLEO-NZIMVQFPSA-N	Mouse	1	mg/kg		1 mg/Kg	1482
1266	FZJKQMONKPFLEO-NZIMVQFPSA-N	Mouse	3	mg/kg		3 mg/Kg	1482
1267	JFHROPTYMMSOLG-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	1483
1268	JFHROPTYMMSOLG-UHFFFAOYSA-N	Rat					1483
1269	BZJPCUQQPJJBTP-FGZHOGPDSA-N	Mouse	1	umol/kg	IV	1 umol/Kg IV, 10 umol/Kg PO, 2 umol/Kg IP	1484
1270	BZJPCUQQPJJBTP-FGZHOGPDSA-N	Mouse	10	umol/kg	PO	1 umol/Kg IV, 10 umol/Kg PO, 2 umol/Kg IP	1484
1271	BZJPCUQQPJJBTP-FGZHOGPDSA-N	Mouse	2	umol/kg	IP	1 umol/Kg IV, 10 umol/Kg PO, 2 umol/Kg IP	1484
1272	ISQCXAWAHDJCRH-FKDRFZFOSA-N	Mouse				10 mf/Kg	1485
1273	ISQCXAWAHDJCRH-FKDRFZFOSA-N	Rat	5	mg/kg		5 mg/kg	1485
1274	ISQCXAWAHDJCRH-FKDRFZFOSA-N	Dog	2.5	mg/kg		2.5 mg/Kg	1485
1275	JBTHUOYYUUPUOZ-LIHPQFRDSA-N	Mouse	5	mg		5 mg/K	1486
1276	JBTHUOYYUUPUOZ-LIHPQFRDSA-N	Mouse	30	mg/kg		30 mg/Kg	1486
1277	PTARASCXNREVCH-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	1487
1278	PTARASCXNREVCH-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	1487
1279	PTARASCXNREVCH-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	1487
1280	DYDFSGCLYIZSAQ-UHFFFAOYSA-N	Mouse	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	1488
1281	DYDFSGCLYIZSAQ-UHFFFAOYSA-N	Mouse	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	1488
1282	FIFRHLLUVCAOIK-SJCJKPOMSA-N	Mouse	0.2	mg/kg	IV	0.2 mg/Kg IV, 10, 30 mg/Kg PO	1489
1283	FIFRHLLUVCAOIK-SJCJKPOMSA-N	Mouse	30	mg/kg	PO	0.2 mg/Kg IV, 10, 30 mg/Kg PO	1489
1284	FIFRHLLUVCAOIK-SJCJKPOMSA-N	Rat	0.2	mg/kg	IV	0.2 mg/Kg IV, 10 mg/Kg PO	1489
1285	FIFRHLLUVCAOIK-SJCJKPOMSA-N	Rat	10	mg/kg	PO	0.2 mg/Kg IV, 10 mg/Kg PO	1489
1286	FIFRHLLUVCAOIK-SJCJKPOMSA-N	Dog	0.2	mg/kg	IV	0.2 mg/Kg IV, 16 mg/Kg PO	1489
1287	FIFRHLLUVCAOIK-SJCJKPOMSA-N	Dog	16	mg/kg	PO	0.2 mg/Kg IV, 16 mg/Kg PO	1489
1288	MMHYOHYLSFWJJB-ZDUSSCGKSA-N	Mouse	4.5	mg/kg	IV	4.5 mg/Kg IV, 2 mg/Kg PO	853
1289	MMHYOHYLSFWJJB-ZDUSSCGKSA-N	Mouse	2	mg/kg	PO	4.5 mg/Kg IV, 2 mg/Kg PO	853
1290	MMHYOHYLSFWJJB-ZDUSSCGKSA-N	Rat	4.5	mg/kg	IV	4.5 mg/Kg IV, PO	853
1291	YPXUKPNZQTWCRR-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	1490
1292	YPXUKPNZQTWCRR-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	1490
1293	YPXUKPNZQTWCRR-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	1490
1294	YPXUKPNZQTWCRR-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	1490
1295	YPXUKPNZQTWCRR-UHFFFAOYSA-N	Rat	5	mg/kg		5 mg/Kg	1490
1296	YPXUKPNZQTWCRR-UHFFFAOYSA-N	Rat	5	mg/kg		5 mg/Kg	1490
1297	DJOZFERTDDZPJO-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	1491
1298	DJOZFERTDDZPJO-UHFFFAOYSA-N	Mouse	2	mg/kg		2 mg/Kg	1491
1299	RGHSVQHKNJAFGR-QFIPXVFZSA-N	Mouse	30	mg/kg		30 mg/Kg	1492
1300	LDFDXTNMCGLUMQ-YGKODULZSA-N	Mouse	50	mg/kg		50 mg/Kg	1493
1301	RIEBAXQZOMUWKX-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	1494
1302	RIEBAXQZOMUWKX-UHFFFAOYSA-N	Mouse	3	mg/kg		3 mg/kg	1494
1303	RIEBAXQZOMUWKX-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	1494
1304	LPDOIXPRZOWBJV-HOCLYGCPSA-N	Rat	0.5	mg/kg	IV	0.5 mg/Kg IV, 5 mg/Kg PO	1495
1305	LPDOIXPRZOWBJV-HOCLYGCPSA-N	Rat	5	mg/kg	PO	0.5 mg/Kg IV, 5 mg/Kg PO	1495
1306	HGQYUHFFAIXWDI-GOSISDBHSA-N	Mouse	30	mg/kg		30 mg/Kg	1496
1307	HGQYUHFFAIXWDI-GOSISDBHSA-N	Mouse	100	mg/kg		100 mg/Kg	1496
1308	APEYSKGQWJKJAZ-LCLGPXMOSA-N	Mouse	5	mg/kg		5 mg/Kg	1497
1309	CLUWNSLFLMBFKA-RMCUFUCFSA-N	Mouse	50	mg/kg		50 mg/Kg	1498
1310	GPZKXLCJTKULAU-UHFFFAOYSA-N	Mouse	3	mg/kg		3 mg/kg	1499
1311	GPZKXLCJTKULAU-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	1499
1312	GPZKXLCJTKULAU-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/kg	1499
1313	SVKZUEZCCKLNIM-UHFFFAOYSA-N	Mouse	20	mg/kg		20 mg/Kg	1500
1314	LFCNOSRNWFMQLB-UHFFFAOYSA-N	Mouse	2	mg/kg		2 mg/Kg	1501
1315	HKSBXNVKPFTBIG-WUEKOBJSSA-N	Mouse	5	mg/kg		5 mg/Kg	1502
1316	HKSBXNVKPFTBIG-WUEKOBJSSA-N	Mouse	30	mg/kg		30 mg/Kg	1502
1317	HKSBXNVKPFTBIG-WUEKOBJSSA-N	Mouse	30	mg/kg		30 mg/Kg	1502
1318	DQRZNYPHOWVXPQ-YDUPODKQSA-N	Mouse	2	mg/kg		2 mg/Kg	1503
1319	DQRZNYPHOWVXPQ-YDUPODKQSA-N	Mouse	30	mg/kg		30 mg/Kg	1503
1320	ZGSWGXNEXAXEGV-XFCHVEHOSA-N	Mouse	8	mg/kg		8 mg/Kg	1504
1321	DLQNQQYGRWMPES-LFHXKVDGSA-N	Mouse	2	mg/kg		2 mg/Kg	1505
1322	DLQNQQYGRWMPES-LFHXKVDGSA-N	Mouse	10	mg/kg		10 mg/Kg	1505
1323	DLQNQQYGRWMPES-LFHXKVDGSA-N	Rat	2	mg/kg		2 mg/Kg	1505
1324	DLQNQQYGRWMPES-LFHXKVDGSA-N	Rat	30	mg/kg		30 mg/Kg	1505
1325	DLQNQQYGRWMPES-LFHXKVDGSA-N	Dog	1	mg/kg		1 mg/Kg	1505
1326	DLQNQQYGRWMPES-LFHXKVDGSA-N	Dog	5	mg/kg		5 mg/Kg	1505
1327	DLQNQQYGRWMPES-LFHXKVDGSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	1505
1328	DLQNQQYGRWMPES-LFHXKVDGSA-N	Monkey (Cynomolgus)	20	mg/kg		20 mg/Kg	1505
1329	OGAOHACYLUBWJQ-UHFFFAOYSA-N	Rat	2	mg/kg		2 mg/Kg	1506
1330	OGAOHACYLUBWJQ-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	1506
1331	USEHXUPBCSTAIO-RAUDMRIHSA-N	Mouse	3	mg/kg		3 mg/Kg	1507
1332	USEHXUPBCSTAIO-RAUDMRIHSA-N	Mouse	10	mg/kg		10 mg/Kg	1507
1333	DOVSNSDMRJVTMR-JOCHJYFZSA-N	Mouse	1	uM/kg		1 uM/Kg	889
1334	DOVSNSDMRJVTMR-JOCHJYFZSA-N	Rat	1	uM/kg		1 uM/Kg	889
1335	WFVKDTWKNVLGGS-UHFFFAOYSA-N	Mouse	2	mg/kg		2 mg/Kg	1508
1336	WFVKDTWKNVLGGS-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	1508
1337	JTTGVFCANBFLCE-CJLVFECKSA-N	Rat	2	mg/kg		2 mg/Kg	1509
1338	JTTGVFCANBFLCE-CJLVFECKSA-N	Rat	10	mg/kg		10 mg/Kg	1509
1339	AYMGZLUKTNXEMY-UHFFFAOYSA-N	Mouse	50	mg/kg		50 mg/Kg	1510
1340	SWVYYNLRVIYURK-AREMUKBSSA-N	Mouse	50	mg/kg		10, 25, or 50 mg/kg	1511
1341	AAZUPSFRSHFTGV-INIZCTEOSA-N	Mouse	10	mg/kg		10 mg/Kg	900
1342	LLCVDQHLYHBAHR-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	901
1343	JALIPZPFONOAJA-ZKGBLMBJSA-N	Mouse	1	mg/kg		1 mg/Kg	1512
1344	JALIPZPFONOAJA-ZKGBLMBJSA-N	Mouse	30	mg/kg		30 mg/Kg	1512
1345	JALIPZPFONOAJA-ZKGBLMBJSA-N	Rat	1	mg/kg		1 mg/Kg	1512
1346	JALIPZPFONOAJA-ZKGBLMBJSA-N	Rat	10	mg/kg		10 mg/Kg	1512
1347	JALIPZPFONOAJA-ZKGBLMBJSA-N	Dog	1	mg/kg		1 mg/Kg	1512
1348	JALIPZPFONOAJA-ZKGBLMBJSA-N	Dog	3	mg/kg		3 mg/Kg	1512
1349	XJTIGGCBXFIZJV-UHFFFAOYSA-N	Mouse	10	mg/kg		10mg/kg	1513
1350	ZORLJXWXFABTPZ-CTNGQTDRSA-N	Mouse	10	mg/kg		10 mg/Kg	1514
